=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.05, 0.03, 0.00 | Gyro: -0.3, -0.1, -0.1 || MPU2 Acc: 0.02, -0.05, 0.03 | Gyro: 0.6, 0.1, 0.1 || Time: 12052 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: 0.08, 0.06, -0.11 | Gyro: 1.6, -2.8, -0.3 || MPU2 Acc: 1.23, 0.42, -0.45 | Gyro: 3.1, 6.3, -30.2 || Time: 22150 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: 0.06, 0.04, -0.17 | Gyro: 1.6, -2.9, -0.5 || MPU2 Acc: 1.57, 0.36, -0.50 | Gyro: 4.6, 5.9, -30.3 || Time: 22160 ms
Enc Cnt: 38 | Angle: 9.5° || MPU1 Acc: 0.06, 0.07, -0.24 | Gyro: 1.4, -2.8, -0.6 || MPU2 Acc: 1.71, 0.35, -0.10 | Gyro: 4.4, 5.4, -30.0 || Time: 22170 ms
Enc Cnt: 40 | Angle: 9.8° || MPU1 Acc: 0.05, 0.09, -0.31 | Gyro: 1.4, -3.4, -1.5 || MPU2 Acc: 2.36, 0.17, -0.45 | Gyro: 3.5, 6.8, -29.6 || Time: 22180 ms
Enc Cnt: 41 | Angle: 10.0° || MPU1 Acc: 0.08, -0.03, -0.10 | Gyro: 1.6, -3.1, -1.8 || MPU2 Acc: 1.49, 0.55, 0.02 | Gyro: 4.4, 8.4, -28.4 || Time: 22190 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: -0.06, -0.04, -0.41 | Gyro: 1.6, -5.2, -1.9 || MPU2 Acc: 2.06, 0.16, -0.46 | Gyro: 3.1, 11.1, -28.6 || Time: 22200 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: 0.15, 0.12, -0.16 | Gyro: 1.4, -5.4, -2.3 || MPU2 Acc: 1.46, 0.06, -0.40 | Gyro: 5.1, 10.4, -28.2 || Time: 22211 ms
Enc Cnt: 44 | Angle: 11.0° || MPU1 Acc: 0.03, -0.03, -0.36 | Gyro: 2.2, -7.3, -3.1 || MPU2 Acc: 1.12, 0.38, -0.71 | Gyro: 6.8, 6.9, -30.9 || Time: 22220 ms
Enc Cnt: 45 | Angle: 11.3° || MPU1 Acc: -0.10, 0.04, -0.31 | Gyro: 2.2, -7.7, -3.4 || MPU2 Acc: 0.99, 0.30, -0.52 | Gyro: 9.4, 6.5, -34.5 || Time: 22230 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: -0.03, 0.12, -0.37 | Gyro: 1.8, -8.4, -4.6 || MPU2 Acc: 1.38, 0.03, -0.37 | Gyro: 11.3, 3.7, -38.1 || Time: 22240 ms
Enc Cnt: 48 | Angle: 11.8° || MPU1 Acc: 0.10, 0.21, -0.16 | Gyro: 2.3, -10.2, -7.5 || MPU2 Acc: 1.32, 0.14, 0.08 | Gyro: 13.6, 3.9, -40.3 || Time: 22250 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: 0.24, 0.21, 0.39 | Gyro: 2.1, -9.6, -10.4 || MPU2 Acc: 1.55, -0.19, 0.46 | Gyro: 14.7, 3.5, -42.3 || Time: 22260 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.00, 0.11, -0.02 | Gyro: 2.3, -10.2, -14.7 || MPU2 Acc: 2.18, 0.08, 0.38 | Gyro: 12.4, 4.4, -43.8 || Time: 22271 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: -0.05, 0.47, -0.06 | Gyro: 1.6, -7.0, -23.1 || MPU2 Acc: 2.52, -1.06, 0.07 | Gyro: 12.2, 2.4, -43.4 || Time: 22281 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.07, 0.13, -0.03 | Gyro: 3.1, -8.1, -30.8 || MPU2 Acc: 2.27, -0.24, 0.26 | Gyro: 10.5, 5.3, -43.3 || Time: 22291 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: 0.01, 0.42, -0.03 | Gyro: 3.3, -5.5, -37.7 || MPU2 Acc: 2.04, -0.85, 0.43 | Gyro: 10.9, 4.6, -44.1 || Time: 22301 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.18, 0.26, -0.12 | Gyro: 5.1, -6.5, -47.0 || MPU2 Acc: 2.42, -1.03, -0.15 | Gyro: 9.9, 5.5, -45.8 || Time: 22311 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.20, 0.20, 0.03 | Gyro: 7.1, -6.4, -54.5 || MPU2 Acc: 2.06, -0.94, 0.26 | Gyro: 10.1, 6.5, -48.1 || Time: 22321 ms
Enc Cnt: 52 | Angle: 13.0° || MPU1 Acc: -0.24, 0.21, -0.03 | Gyro: 9.4, -2.9, -63.5 || MPU2 Acc: 2.06, -1.11, 0.39 | Gyro: 9.0, 6.2, -51.3 || Time: 22331 ms
Enc Cnt: 51 | Angle: 12.8° || MPU1 Acc: -0.58, -0.13, -0.26 | Gyro: 11.5, -2.3, -73.7 || MPU2 Acc: 1.76, -1.19, 0.03 | Gyro: 8.8, 5.9, -56.1 || Time: 22341 ms
Enc Cnt: 50 | Angle: 12.5° || MPU1 Acc: -0.47, -0.06, 0.04 | Gyro: 13.5, -2.8, -81.4 || MPU2 Acc: 1.69, -1.53, -0.01 | Gyro: 9.6, 5.3, -63.0 || Time: 22351 ms
Enc Cnt: 49 | Angle: 12.3° || MPU1 Acc: -0.58, -0.34, 0.02 | Gyro: 17.1, -2.1, -92.6 || MPU2 Acc: 1.50, -1.38, -0.29 | Gyro: 10.6, 4.0, -70.3 || Time: 22361 ms
Enc Cnt: 48 | Angle: 12.0° || MPU1 Acc: -1.01, -0.66, -0.36 | Gyro: 16.8, -2.2, -103.2 || MPU2 Acc: 1.66, -1.27, -0.22 | Gyro: 12.1, 1.3, -79.8 || Time: 22372 ms
Enc Cnt: 47 | Angle: 11.8° || MPU1 Acc: -1.36, -0.97, -0.34 | Gyro: 19.4, -0.6, -112.2 || MPU2 Acc: 1.74, -1.41, -0.08 | Gyro: 13.0, 0.6, -87.6 || Time: 22382 ms
Enc Cnt: 46 | Angle: 11.5° || MPU1 Acc: -0.94, -0.91, -0.18 | Gyro: 24.1, 0.6, -119.6 || MPU2 Acc: 2.21, -1.73, 0.15 | Gyro: 13.8, 1.9, -96.6 || Time: 22392 ms
Enc Cnt: 44 | Angle: 11.3° || MPU1 Acc: -1.16, -0.95, -0.26 | Gyro: 28.7, -0.9, -134.1 || MPU2 Acc: 2.27, -2.39, -0.22 | Gyro: 13.3, 2.8, -106.4 || Time: 22404 ms
Enc Cnt: 43 | Angle: 10.8° || MPU1 Acc: -1.76, -1.24, -1.06 | Gyro: 35.0, -3.4, -145.7 || MPU2 Acc: 2.61, -3.42, -1.20 | Gyro: 12.6, 5.9, -115.5 || Time: 22414 ms
Enc Cnt: 42 | Angle: 10.5° || MPU1 Acc: -1.64, -1.17, -0.61 | Gyro: 41.5, -4.4, -162.8 || MPU2 Acc: 2.41, -3.71, -0.39 | Gyro: 12.4, 9.3, -125.4 || Time: 22424 ms
Enc Cnt: 39 | Angle: 10.0° || MPU1 Acc: -2.20, -1.59, -0.39 | Gyro: 47.9, -3.7, -182.9 || MPU2 Acc: 2.80, -3.92, 0.27 | Gyro: 12.7, 12.7, -134.8 || Time: 22435 ms
Enc Cnt: 37 | Angle: 9.3° || MPU1 Acc: -1.80, -1.65, -0.53 | Gyro: 53.1, -4.1, -202.3 || MPU2 Acc: 3.35, -4.22, 0.07 | Gyro: 11.9, 17.3, -141.5 || Time: 22444 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: -2.51, -2.00, -0.90 | Gyro: 59.8, -3.3, -223.4 || MPU2 Acc: 3.14, -5.16, 0.08 | Gyro: 9.8, 19.4, -146.7 || Time: 22454 ms
Enc Cnt: 29 | Angle: 7.5° || MPU1 Acc: -3.14, -1.82, -0.75 | Gyro: 67.7, -3.0, -255.5 || MPU2 Acc: 3.09, -7.27, -0.01 | Gyro: 7.7, 24.5, -154.6 || Time: 22465 ms
Enc Cnt: 24 | Angle: 6.2° || MPU1 Acc: -4.64, -3.34, -0.70 | Gyro: 71.8, 1.7, -280.3 || MPU2 Acc: 2.56, -7.07, 0.86 | Gyro: 7.1, 32.0, -166.6 || Time: 22475 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -6.96, -4.69, -1.72 | Gyro: 76.1, 4.9, -305.3 || MPU2 Acc: 1.23, -8.61, 0.40 | Gyro: 8.8, 32.2, -182.3 || Time: 22485 ms
Enc Cnt: 7 | Angle: 2.0° || MPU1 Acc: -10.52, -11.48, -1.61 | Gyro: 65.1, 10.9, -329.0 || MPU2 Acc: 5.30, -9.72, 1.58 | Gyro: 34.7, 17.4, -235.0 || Time: 22508 ms
Enc Cnt: 4 | Angle: 1.0° || MPU1 Acc: -10.52, -7.99, -2.80 | Gyro: 48.8, 4.0, -323.5 || MPU2 Acc: 6.22, -9.72, 0.47 | Gyro: 58.0, 6.8, -246.4 || Time: 22517 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -3.31, -12.25, -1.17 | Gyro: 54.6, 5.8, -370.4 || MPU2 Acc: 6.33, -9.72, -1.06 | Gyro: 66.4, -12.6, -256.9 || Time: 22527 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -10.52, -7.29, -7.40 | Gyro: 72.9, 13.7, -358.9 || MPU2 Acc: 1.30, -9.72, -4.26 | Gyro: 61.3, -0.9, -261.9 || Time: 22538 ms
Enc Cnt: -8 | Angle: -1.8° || MPU1 Acc: -10.52, -1.23, -4.43 | Gyro: 73.2, 16.8, -324.6 || MPU2 Acc: 0.03, -9.72, -2.79 | Gyro: 71.2, 15.1, -266.2 || Time: 22547 ms
Enc Cnt: -11 | Angle: -2.5° || MPU1 Acc: -6.32, 5.83, -3.02 | Gyro: 78.0, 40.6, -345.6 || MPU2 Acc: -3.07, -9.72, -2.58 | Gyro: 78.2, 25.3, -249.7 || Time: 22557 ms
Enc Cnt: -17 | Angle: -4.0° || MPU1 Acc: 1.19, 10.72, -2.04 | Gyro: 97.4, 16.5, -376.3 || MPU2 Acc: -7.39, -4.58, -6.71 | Gyro: 60.6, 16.0, -214.1 || Time: 22568 ms
Enc Cnt: -24 | Angle: -5.7° || MPU1 Acc: -9.04, 12.23, -9.75 | Gyro: 95.3, -31.8, -323.3 || MPU2 Acc: -7.33, 11.84, -5.57 | Gyro: 41.6, 24.6, -177.9 || Time: 22578 ms
Enc Cnt: -25 | Angle: -6.2° || MPU1 Acc: -5.77, 12.37, -0.40 | Gyro: 57.1, -36.9, -89.5 || MPU2 Acc: -4.57, 19.33, 1.03 | Gyro: 38.3, 17.1, -108.7 || Time: 22588 ms
Enc Cnt: -20 | Angle: -5.2° || MPU1 Acc: -10.52, 7.38, -10.30 | Gyro: 7.5, -25.9, 105.7 || MPU2 Acc: -1.23, 7.10, -2.97 | Gyro: 34.5, 7.3, -46.0 || Time: 22599 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.17, 12.53, -2.74 | Gyro: -8.9, -11.7, 136.1 || MPU2 Acc: -3.52, 3.19, -3.31 | Gyro: 15.5, 0.9, 10.4 || Time: 22609 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -1.55, 6.33, -1.64 | Gyro: -1.2, 0.6, 162.9 || MPU2 Acc: -3.71, 2.35, 1.17 | Gyro: -2.2, 14.6, 46.2 || Time: 22619 ms
Enc Cnt: -6 | Angle: -1.8° || MPU1 Acc: 6.02, 7.62, -0.51 | Gyro: -6.6, -1.7, 145.4 || MPU2 Acc: -5.08, 3.69, 1.16 | Gyro: -17.5, 22.8, 67.4 || Time: 22629 ms
Enc Cnt: -3 | Angle: -1.0° || MPU1 Acc: 2.28, 4.94, 1.21 | Gyro: -5.2, 4.2, 159.0 || MPU2 Acc: -4.12, 8.71, 0.01 | Gyro: -29.1, 26.8, 85.9 || Time: 22640 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: 4.76, 6.97, 2.31 | Gyro: -6.0, 13.5, 179.6 || MPU2 Acc: -4.23, 7.55, 0.41 | Gyro: -37.5, 29.2, 102.9 || Time: 22649 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: 3.36, 6.27, 2.02 | Gyro: -1.6, 19.7, 200.6 || MPU2 Acc: -3.56, 6.62, 0.17 | Gyro: -48.5, 35.5, 127.2 || Time: 22659 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: 3.43, 5.18, 2.84 | Gyro: -1.6, 24.9, 227.6 || MPU2 Acc: -3.20, 5.84, 1.29 | Gyro: -58.0, 40.2, 153.2 || Time: 22671 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 1.99, 4.84, 2.38 | Gyro: -0.2, 29.0, 241.7 || MPU2 Acc: -3.21, 5.07, 1.13 | Gyro: -63.8, 42.9, 170.9 || Time: 22680 ms
Enc Cnt: 10 | Angle: 2.2° || MPU1 Acc: 1.96, 4.06, 2.52 | Gyro: -1.1, 29.7, 259.3 || MPU2 Acc: -3.26, 4.88, 1.33 | Gyro: -69.2, 44.4, 190.6 || Time: 22690 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 1.92, 3.44, 2.62 | Gyro: -1.6, 33.1, 271.0 || MPU2 Acc: -3.21, 4.37, 1.54 | Gyro: -73.4, 43.3, 207.0 || Time: 22701 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 1.40, 2.70, 2.74 | Gyro: -3.0, 34.5, 279.9 || MPU2 Acc: -2.85, 3.85, 1.50 | Gyro: -77.1, 39.9, 217.5 || Time: 22710 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 1.38, 2.13, 2.77 | Gyro: -4.6, 36.7, 284.2 || MPU2 Acc: -2.13, 3.13, 2.04 | Gyro: -79.0, 36.9, 229.3 || Time: 22720 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.44, 1.20, 2.65 | Gyro: -8.6, 38.6, 286.9 || MPU2 Acc: -1.81, 2.58, 2.39 | Gyro: -81.7, 32.1, 241.5 || Time: 22732 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -0.34, 0.85, 2.67 | Gyro: -13.5, 39.9, 287.9 || MPU2 Acc: -0.92, 1.71, 2.66 | Gyro: -83.7, 29.5, 250.9 || Time: 22742 ms
Enc Cnt: 20 | Angle: 4.7° || MPU1 Acc: -1.36, 0.49, 2.68 | Gyro: -18.0, 39.6, 288.5 || MPU2 Acc: -0.43, 1.12, 2.49 | Gyro: -83.8, 25.6, 259.1 || Time: 22752 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -2.03, -0.13, 2.65 | Gyro: -21.4, 38.6, 289.8 || MPU2 Acc: 1.64, 0.66, 2.97 | Gyro: -83.3, 24.6, 271.7 || Time: 22763 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -2.65, -1.12, 2.57 | Gyro: -21.3, 38.1, 290.0 || MPU2 Acc: 1.59, 0.31, 2.58 | Gyro: -84.2, 25.3, 280.1 || Time: 22772 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -2.46, -1.78, 2.63 | Gyro: -18.5, 38.5, 288.7 || MPU2 Acc: 2.25, -0.00, 2.91 | Gyro: -86.5, 30.9, 285.9 || Time: 22782 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -2.38, -2.02, 2.52 | Gyro: -16.0, 40.8, 279.9 || MPU2 Acc: 2.14, -0.46, 3.03 | Gyro: -89.6, 35.8, 292.5 || Time: 22792 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: -3.05, -2.02, 2.33 | Gyro: -16.4, 43.6, 267.5 || MPU2 Acc: 2.15, -1.48, 3.32 | Gyro: -92.1, 35.9, 295.4 || Time: 22802 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -3.79, -2.03, 1.71 | Gyro: -18.9, 44.9, 251.1 || MPU2 Acc: 2.05, -2.75, 3.20 | Gyro: -91.9, 32.4, 295.7 || Time: 22812 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -5.13, -2.34, 1.26 | Gyro: -24.9, 44.5, 235.9 || MPU2 Acc: 2.07, -3.82, 3.22 | Gyro: -90.5, 26.6, 297.9 || Time: 22822 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -6.05, -2.12, -0.40 | Gyro: -40.2, 43.1, 215.0 || MPU2 Acc: 1.94, -5.16, 3.59 | Gyro: -88.7, 11.2, 298.8 || Time: 22833 ms
Enc Cnt: 6 | Angle: 1.8° || MPU1 Acc: -6.08, -2.82, -1.06 | Gyro: -60.3, 41.9, 196.2 || MPU2 Acc: 2.04, -5.21, 3.22 | Gyro: -85.0, -12.9, 298.9 || Time: 22843 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -7.64, -5.16, -1.55 | Gyro: -82.0, 42.4, 180.4 || MPU2 Acc: 4.11, -5.42, 3.51 | Gyro: -78.5, -40.2, 301.6 || Time: 22853 ms
Enc Cnt: -4 | Angle: -0.8° || MPU1 Acc: -10.52, -10.38, -1.42 | Gyro: -103.3, 39.1, 182.5 || MPU2 Acc: 8.05, -6.18, 3.32 | Gyro: -68.3, -64.2, 299.8 || Time: 22865 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -10.52, -13.76, -1.08 | Gyro: -115.9, 31.0, 199.5 || MPU2 Acc: 10.24, -7.16, 3.38 | Gyro: -58.8, -74.1, 293.0 || Time: 22875 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -10.52, -16.57, -0.82 | Gyro: -125.8, 19.1, 218.6 || MPU2 Acc: 12.09, -8.71, 3.43 | Gyro: -47.6, -81.3, 283.5 || Time: 22885 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -8.56, -18.55, -1.94 | Gyro: -133.7, 2.8, 213.6 || MPU2 Acc: 13.15, -9.72, 2.27 | Gyro: -33.2, -82.0, 262.9 || Time: 22898 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -6.67, -19.02, -1.61 | Gyro: -126.5, -10.9, 189.8 || MPU2 Acc: 13.98, -8.65, 1.29 | Gyro: -24.1, -79.6, 236.1 || Time: 22907 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -2.17, -19.02, -1.71 | Gyro: -114.5, -12.4, 161.9 || MPU2 Acc: 15.06, -4.41, 0.86 | Gyro: -21.0, -71.8, 199.4 || Time: 22917 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: 2.21, -19.02, 6.32 | Gyro: -75.1, -13.1, 90.6 || MPU2 Acc: 17.07, 1.57, 2.50 | Gyro: -19.4, -41.9, 146.4 || Time: 22930 ms
Enc Cnt: -18 | Angle: -4.5° || MPU1 Acc: 4.16, -19.02, 3.35 | Gyro: -52.4, -6.3, 60.7 || MPU2 Acc: 16.88, 0.13, 2.23 | Gyro: -14.5, -39.4, 115.1 || Time: 22939 ms
Enc Cnt: -20 | Angle: -4.7° || MPU1 Acc: 5.18, -19.02, 1.55 | Gyro: -22.3, 5.1, 27.2 || MPU2 Acc: 17.07, -0.26, 1.89 | Gyro: -16.1, -14.2, 78.7 || Time: 22949 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: 5.42, -19.02, 3.62 | Gyro: 4.9, 4.2, -17.4 || MPU2 Acc: 16.45, -1.32, 2.42 | Gyro: -12.1, 4.7, 32.8 || Time: 22959 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: 6.26, -19.02, 3.53 | Gyro: 24.2, -7.2, -61.6 || MPU2 Acc: 15.25, -1.20, 1.66 | Gyro: -0.8, 10.0, -10.0 || Time: 22969 ms
Enc Cnt: -27 | Angle: -6.5° || MPU1 Acc: 8.08, -19.02, 1.77 | Gyro: 41.2, -13.8, -112.5 || MPU2 Acc: 15.20, 1.69, 0.81 | Gyro: 14.3, 9.2, -64.3 || Time: 22979 ms
Enc Cnt: -30 | Angle: -7.2° || MPU1 Acc: 12.28, -18.97, 5.09 | Gyro: 70.2, -6.7, -179.0 || MPU2 Acc: 13.33, 1.96, 0.37 | Gyro: 17.8, 27.8, -125.0 || Time: 22990 ms
Enc Cnt: -33 | Angle: -8.0° || MPU1 Acc: 1.65, 0.84, 3.29 | Gyro: 62.7, -0.3, -217.3 || MPU2 Acc: 9.23, -0.14, 1.98 | Gyro: 30.5, 41.3, -141.8 || Time: 23000 ms
Enc Cnt: -37 | Angle: -9.3° || MPU1 Acc: -3.45, -2.14, -3.32 | Gyro: 64.5, -3.4, -217.1 || MPU2 Acc: 1.40, -1.09, 2.37 | Gyro: 28.1, 19.1, -107.3 || Time: 23010 ms
Enc Cnt: -42 | Angle: -10.5° || MPU1 Acc: -3.40, -1.03, -2.44 | Gyro: 40.9, -3.2, -185.5 || MPU2 Acc: -8.35, -1.79, 0.92 | Gyro: 17.0, 3.3, -113.3 || Time: 23022 ms
Enc Cnt: -43 | Angle: -10.8° || MPU1 Acc: -10.52, -7.14, 2.73 | Gyro: 26.9, 27.3, -133.2 || MPU2 Acc: -3.26, -2.47, -2.44 | Gyro: 34.6, -4.7, -151.0 || Time: 23032 ms
Enc Cnt: -40 | Angle: -10.3° || MPU1 Acc: -9.75, -2.61, -0.77 | Gyro: 20.6, 13.2, -90.9 || MPU2 Acc: -2.76, -4.05, -2.29 | Gyro: 37.7, 7.1, -175.2 || Time: 23042 ms
Enc Cnt: -33 | Angle: -8.5° || MPU1 Acc: -0.97, 0.75, -3.96 | Gyro: 5.2, -10.5, -37.2 || MPU2 Acc: 1.89, 0.64, -3.82 | Gyro: 29.8, -15.1, -172.5 || Time: 23055 ms
Enc Cnt: -27 | Angle: -7.0° || MPU1 Acc: 1.28, 0.98, 0.10 | Gyro: -1.6, -27.8, -2.9 || MPU2 Acc: 0.81, 0.60, 0.82 | Gyro: 30.7, -24.9, -160.0 || Time: 23064 ms
Enc Cnt: -21 | Angle: -5.5° || MPU1 Acc: -0.09, -0.13, 0.77 | Gyro: -1.3, -12.3, -2.4 || MPU2 Acc: 1.92, 1.52, 0.78 | Gyro: 28.1, -20.2, -143.4 || Time: 23074 ms
Enc Cnt: -15 | Angle: -4.0° || MPU1 Acc: -0.53, -1.29, 2.69 | Gyro: 7.2, -8.3, 0.9 || MPU2 Acc: 2.90, 1.85, -3.18 | Gyro: 24.0, -8.9, -125.1 || Time: 23085 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -0.02, 0.31, -0.59 | Gyro: 7.6, -5.0, 0.0 || MPU2 Acc: 1.38, 0.46, 0.34 | Gyro: 26.3, -10.5, -112.9 || Time: 23094 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.05, 0.12, 0.16 | Gyro: 4.7, -3.7, 0.3 || MPU2 Acc: 2.31, 0.06, 0.38 | Gyro: 25.0, -11.7, -98.8 || Time: 23104 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: 0.26, 0.39, 0.26 | Gyro: 4.5, -2.2, 0.2 || MPU2 Acc: 2.34, 0.14, 1.29 | Gyro: 19.4, -6.2, -85.7 || Time: 23114 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: -0.02, -0.05, 0.00 | Gyro: 4.2, 2.3, 0.5 || MPU2 Acc: 2.59, 0.33, 1.68 | Gyro: 10.3, -2.4, -70.8 || Time: 23125 ms
Enc Cnt: 3 | Angle: 0.5° || MPU1 Acc: 0.05, 0.13, 0.23 | Gyro: 4.6, 6.7, 0.4 || MPU2 Acc: 2.31, 0.19, 1.57 | Gyro: 2.1, 1.9, -58.1 || Time: 23134 ms
Enc Cnt: 5 | Angle: 1.0° || MPU1 Acc: 0.06, 0.05, 0.26 | Gyro: 5.2, 8.4, 0.3 || MPU2 Acc: 1.34, 0.10, 0.60 | Gyro: -5.4, 5.2, -49.5 || Time: 23144 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.05, 0.09, -0.05 | Gyro: 3.9, 9.5, 0.1 || MPU2 Acc: 0.54, 0.09, 0.16 | Gyro: -6.3, 3.6, -45.3 || Time: 23154 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.08, 0.10, -0.02 | Gyro: 3.5, 9.0, 0.4 || MPU2 Acc: 0.25, 0.03, -0.13 | Gyro: -6.0, 1.1, -43.8 || Time: 23164 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.05, 0.08, -0.13 | Gyro: 2.6, 8.5, 0.4 || MPU2 Acc: 0.23, 0.05, -0.19 | Gyro: -5.2, -2.1, -43.1 || Time: 23174 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: -0.01, 0.14, 0.06 | Gyro: 2.6, 7.2, 0.5 || MPU2 Acc: 0.05, -0.01, -0.48 | Gyro: -3.5, -5.5, -43.6 || Time: 23186 ms
Enc Cnt: 14 | Angle: 3.2° || MPU1 Acc: -0.02, 0.05, -0.08 | Gyro: 2.9, 5.7, 0.0 || MPU2 Acc: 0.38, -0.03, -0.52 | Gyro: -0.2, -7.6, -44.3 || Time: 23196 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: -0.01, 0.09, -0.02 | Gyro: 2.7, 4.1, 0.3 || MPU2 Acc: 1.02, -0.06, -0.41 | Gyro: 2.1, -7.7, -42.8 || Time: 23206 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: -0.06, 0.13, -0.20 | Gyro: 2.7, 1.9, 0.1 || MPU2 Acc: 1.47, -0.05, -0.31 | Gyro: 2.6, -4.8, -39.9 || Time: 23216 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.02, 0.11, -0.07 | Gyro: 2.6, 0.3, 0.0 || MPU2 Acc: 1.80, -0.03, -0.19 | Gyro: 3.2, -0.7, -35.0 || Time: 23226 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: -0.05, 0.12, -0.06 | Gyro: 2.4, -0.4, -0.1 || MPU2 Acc: 1.85, 0.10, 0.13 | Gyro: 2.6, 3.2, -29.7 || Time: 23236 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.03, 0.14, -0.05 | Gyro: 2.2, -0.8, 0.0 || MPU2 Acc: 1.49, 0.02, 0.19 | Gyro: 1.9, 6.6, -25.1 || Time: 23246 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.03, 0.11, -0.00 | Gyro: 2.0, -1.1, -0.2 || MPU2 Acc: 1.16, 0.12, 0.22 | Gyro: 0.3, 8.3, -22.7 || Time: 23258 ms
Enc Cnt: 23 | Angle: 5.5° || MPU1 Acc: -0.06, 0.10, -0.10 | Gyro: 1.8, -1.2, -0.1 || MPU2 Acc: 0.84, 0.12, -0.00 | Gyro: -0.1, 7.3, -22.1 || Time: 23267 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.05, 0.12, 0.04 | Gyro: 1.8, -0.8, -0.1 || MPU2 Acc: 0.53, 0.22, -0.13 | Gyro: 0.9, 5.6, -22.2 || Time: 23277 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.03, 0.13, 0.05 | Gyro: 1.8, -0.1, -0.2 || MPU2 Acc: 0.24, 0.24, -0.12 | Gyro: 1.9, 1.6, -23.7 || Time: 23288 ms
