=== New Logging Session ===
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 0.00, 0.01, 0.03 | Gyro: -0.1, -0.1, 0.1 || MPU2 Acc: 0.03, 0.04, 0.07 | Gyro: 0.1, -0.3, 0.0 || Time: 12042 ms
Enc Cnt: -12 | Angle: -2.7° || MPU1 Acc: -4.83, -5.48, -0.50 | Gyro: 62.0, 24.8, -255.1 || MPU2 Acc: 2.62, -5.68, 0.80 | Gyro: 10.4, 22.7, -206.4 || Time: 49704 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -5.66, -2.91, -0.31 | Gyro: 62.6, 25.8, -272.7 || MPU2 Acc: 0.53, -5.63, 0.56 | Gyro: 18.2, 16.7, -216.9 || Time: 49714 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -9.11, -1.09, 0.72 | Gyro: 59.9, 18.0, -258.7 || MPU2 Acc: 0.97, -4.69, -0.40 | Gyro: 28.9, 12.3, -217.3 || Time: 49727 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -6.49, 2.72, 0.81 | Gyro: 49.1, 1.6, -246.8 || MPU2 Acc: -1.62, -3.93, -0.70 | Gyro: 41.2, 7.8, -198.2 || Time: 49736 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: -5.33, 7.32, -5.67 | Gyro: 33.1, -12.8, -221.8 || MPU2 Acc: -6.17, -1.86, -2.40 | Gyro: 45.4, -5.7, -170.0 || Time: 49746 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -5.52, 8.50, 0.89 | Gyro: 2.2, -19.4, -161.8 || MPU2 Acc: -6.20, 3.48, -2.83 | Gyro: 46.1, -26.2, -128.1 || Time: 49757 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: -1.12, 7.35, -1.75 | Gyro: -12.8, -21.3, -98.7 || MPU2 Acc: -2.07, 2.71, -2.84 | Gyro: 42.8, -30.1, -96.7 || Time: 49766 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -2.95, 4.20, -1.76 | Gyro: -15.2, -20.5, -49.0 || MPU2 Acc: -2.13, 0.44, -3.22 | Gyro: 40.1, -21.7, -69.1 || Time: 49776 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: 2.08, 2.69, -0.34 | Gyro: 7.2, -23.1, -49.3 || MPU2 Acc: -1.96, 1.83, -3.03 | Gyro: 34.8, -3.5, -64.8 || Time: 49787 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: 2.76, 3.66, -0.02 | Gyro: 27.7, -22.5, -29.3 || MPU2 Acc: -2.11, 3.49, -2.84 | Gyro: 23.3, 18.9, -60.6 || Time: 49797 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 0.69, 4.31, -0.87 | Gyro: 43.2, -15.8, -7.2 || MPU2 Acc: -1.98, 5.35, -2.40 | Gyro: 11.6, 37.0, -44.7 || Time: 49807 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 3.25, 5.79, -1.11 | Gyro: 54.0, -10.2, 29.5 || MPU2 Acc: -3.07, 4.88, -2.78 | Gyro: -1.4, 54.1, -19.1 || Time: 49819 ms
Enc Cnt: -15 | Angle: -4.0° || MPU1 Acc: 3.17, 6.13, -1.48 | Gyro: 55.0, -6.1, 52.1 || MPU2 Acc: -4.06, 4.50, -2.53 | Gyro: -8.5, 59.2, -0.5 || Time: 49828 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 4.05, 6.43, -1.93 | Gyro: 49.7, -1.7, 67.6 || MPU2 Acc: -4.81, 4.03, -2.32 | Gyro: -15.6, 57.0, 17.7 || Time: 49838 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: 4.48, 6.65, -2.10 | Gyro: 38.9, 2.7, 78.6 || MPU2 Acc: -5.36, 3.85, -2.15 | Gyro: -21.5, 47.9, 35.4 || Time: 49848 ms
Enc Cnt: -11 | Angle: -3.0° || MPU1 Acc: 4.22, 6.87, -2.44 | Gyro: 23.8, 7.6, 89.9 || MPU2 Acc: -5.63, 3.93, -1.97 | Gyro: -25.6, 36.4, 53.6 || Time: 49858 ms
Enc Cnt: -10 | Angle: -2.7° || MPU1 Acc: 3.81, 6.77, -2.51 | Gyro: 7.3, 13.3, 103.5 || MPU2 Acc: -5.25, 3.94, -1.91 | Gyro: -32.3, 22.2, 73.7 || Time: 49868 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 3.35, 6.47, -2.47 | Gyro: -10.1, 19.5, 118.1 || MPU2 Acc: -5.03, 3.66, -1.57 | Gyro: -37.4, 7.6, 93.7 || Time: 49878 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: 2.82, 5.87, -2.35 | Gyro: -27.6, 25.1, 131.1 || MPU2 Acc: -5.01, 2.86, -1.33 | Gyro: -40.7, -7.3, 112.3 || Time: 49888 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 2.49, 5.15, -1.96 | Gyro: -43.0, 29.9, 139.0 || MPU2 Acc: -4.43, 2.24, -1.37 | Gyro: -44.8, -20.7, 127.4 || Time: 49898 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 2.13, 4.36, -1.73 | Gyro: -56.0, 34.4, 144.2 || MPU2 Acc: -3.64, 1.83, -1.15 | Gyro: -48.0, -32.9, 140.0 || Time: 49908 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 1.31, 2.98, -1.06 | Gyro: -64.6, 39.5, 149.7 || MPU2 Acc: -2.78, 1.75, -0.78 | Gyro: -51.6, -42.2, 151.7 || Time: 49919 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.53, 2.01, -0.26 | Gyro: -65.5, 42.5, 155.9 || MPU2 Acc: -1.60, 1.52, -0.83 | Gyro: -55.9, -42.6, 158.3 || Time: 49928 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -0.45, 0.75, 0.56 | Gyro: -60.7, 44.3, 164.7 || MPU2 Acc: -0.52, 1.32, -0.48 | Gyro: -59.8, -38.7, 164.9 || Time: 49938 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -1.61, -0.18, 1.45 | Gyro: -48.3, 45.2, 176.1 || MPU2 Acc: 0.64, 0.57, 0.09 | Gyro: -63.9, -27.3, 170.7 || Time: 49949 ms
Enc Cnt: -6 | Angle: -1.8° || MPU1 Acc: -2.55, -0.71, 2.11 | Gyro: -36.3, 43.4, 186.4 || MPU2 Acc: 1.24, -0.06, 0.44 | Gyro: -66.7, -14.7, 174.0 || Time: 49959 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -3.16, -0.62, 2.42 | Gyro: -23.6, 40.7, 195.4 || MPU2 Acc: 1.68, -0.69, 1.19 | Gyro: -68.1, -1.1, 178.9 || Time: 49969 ms
Enc Cnt: -5 | Angle: -1.5° || MPU1 Acc: -3.68, -0.76, 2.60 | Gyro: -11.4, 37.3, 206.3 || MPU2 Acc: 1.92, -1.20, 1.90 | Gyro: -70.5, 14.9, 187.6 || Time: 49981 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -3.66, -0.92, 2.83 | Gyro: -4.5, 35.0, 210.5 || MPU2 Acc: 2.55, -1.57, 1.82 | Gyro: -71.8, 25.6, 194.7 || Time: 49991 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -3.58, -0.86, 2.71 | Gyro: -0.7, 35.3, 210.2 || MPU2 Acc: 1.20, -1.84, 2.66 | Gyro: -73.7, 31.5, 199.6 || Time: 50001 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: -3.52, -1.24, 2.54 | Gyro: 2.0, 36.1, 206.9 || MPU2 Acc: 1.49, -2.21, 2.83 | Gyro: -76.0, 34.6, 201.9 || Time: 50012 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -3.54, -1.58, 2.45 | Gyro: 3.8, 38.3, 201.1 || MPU2 Acc: 1.38, -2.47, 3.06 | Gyro: -76.8, 36.0, 202.3 || Time: 50021 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: -4.30, -1.82, 2.32 | Gyro: 5.0, 40.1, 194.1 || MPU2 Acc: 1.67, -2.87, 2.96 | Gyro: -78.8, 36.7, 202.2 || Time: 50031 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: -5.93, -1.89, 2.17 | Gyro: 5.3, 40.8, 191.3 || MPU2 Acc: 2.07, -3.45, 2.86 | Gyro: -78.9, 36.6, 201.5 || Time: 50042 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -7.01, -2.04, 2.13 | Gyro: 4.5, 39.5, 195.5 || MPU2 Acc: 2.51, -3.64, 2.78 | Gyro: -77.7, 36.7, 204.0 || Time: 50052 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -7.38, -2.26, 1.89 | Gyro: 4.4, 37.3, 202.2 || MPU2 Acc: 2.71, -4.05, 2.55 | Gyro: -76.3, 37.6, 208.4 || Time: 50062 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -6.76, -2.84, 1.58 | Gyro: 3.7, 35.0, 205.3 || MPU2 Acc: 2.65, -4.22, 2.41 | Gyro: -75.2, 37.3, 208.5 || Time: 50072 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: -5.97, -3.47, 1.28 | Gyro: 2.9, 34.8, 200.9 || MPU2 Acc: 2.77, -4.23, 2.46 | Gyro: -73.6, 35.3, 205.8 || Time: 50082 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: -5.30, -3.80, 0.96 | Gyro: 1.5, 35.8, 192.7 || MPU2 Acc: 2.68, -3.96, 2.37 | Gyro: -73.5, 31.6, 201.4 || Time: 50092 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -4.79, -3.78, 0.63 | Gyro: -2.5, 37.8, 182.5 || MPU2 Acc: 2.64, -3.52, 2.31 | Gyro: -73.6, 25.1, 195.0 || Time: 50103 ms
Enc Cnt: -13 | Angle: -3.2° || MPU1 Acc: -4.69, -3.65, 0.30 | Gyro: -6.7, 40.6, 176.1 || MPU2 Acc: 2.77, -3.00, 2.34 | Gyro: -73.7, 19.3, 192.2 || Time: 50112 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -4.74, -3.52, 0.40 | Gyro: -13.4, 42.4, 172.6 || MPU2 Acc: 2.77, -2.82, 2.41 | Gyro: -74.6, 12.3, 190.8 || Time: 50122 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -4.78, -3.52, 0.56 | Gyro: -21.0, 42.7, 170.3 || MPU2 Acc: 2.70, -2.69, 2.36 | Gyro: -73.0, 4.5, 189.9 || Time: 50132 ms
Enc Cnt: -16 | Angle: -4.0° || MPU1 Acc: -4.48, -3.67, 0.76 | Gyro: -30.4, 41.2, 168.3 || MPU2 Acc: 2.71, -2.62, 2.44 | Gyro: -69.3, -4.4, 191.1 || Time: 50142 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -4.06, -4.08, 0.85 | Gyro: -39.0, 39.3, 163.8 || MPU2 Acc: 2.55, -2.54, 2.38 | Gyro: -65.6, -12.6, 190.6 || Time: 50152 ms
Enc Cnt: -19 | Angle: -4.5° || MPU1 Acc: -3.67, -4.56, 0.44 | Gyro: -49.7, 36.7, 157.9 || MPU2 Acc: 3.02, -2.17, 2.37 | Gyro: -61.7, -23.2, 189.2 || Time: 50162 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -3.32, -5.52, 0.62 | Gyro: -59.6, 33.3, 152.8 || MPU2 Acc: 3.93, -1.74, 2.09 | Gyro: -56.2, -33.2, 185.7 || Time: 50173 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -5.98, -9.52, -17.57 | Gyro: -80.5, 3.9, 90.4 || MPU2 Acc: 10.91, -9.67, -12.87 | Gyro: -50.4, -38.1, 173.9 || Time: 50182 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -0.62, -9.20, -0.61 | Gyro: -65.9, 15.4, 104.4 || MPU2 Acc: 2.36, 0.96, 2.60 | Gyro: -29.1, -48.6, 155.8 || Time: 50192 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -2.98, -11.79, -1.34 | Gyro: -46.7, -4.2, 101.1 || MPU2 Acc: 10.69, 0.61, 0.68 | Gyro: -38.9, -30.4, 141.6 || Time: 50203 ms
Enc Cnt: -28 | Angle: -7.0° || MPU1 Acc: 11.02, -16.02, 21.67 | Gyro: -57.5, 32.0, 81.1 || MPU2 Acc: 13.78, -0.08, 10.68 | Gyro: -17.3, -21.4, 117.7 || Time: 50213 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: 2.44, -18.06, -4.51 | Gyro: -27.4, 9.0, 55.4 || MPU2 Acc: 15.57, 1.41, -0.32 | Gyro: -25.2, -20.0, 98.5 || Time: 50223 ms
Enc Cnt: -31 | Angle: -7.7° || MPU1 Acc: 4.84, -18.99, 1.80 | Gyro: -9.6, 16.1, 9.5 || MPU2 Acc: 15.57, 1.45, 3.27 | Gyro: -22.7, -8.5, 57.3 || Time: 50235 ms
Enc Cnt: -34 | Angle: -8.3° || MPU1 Acc: 5.91, -18.99, 2.75 | Gyro: -0.5, 15.9, -37.5 || MPU2 Acc: 14.73, 1.01, 3.25 | Gyro: -17.1, -7.6, 18.6 || Time: 50244 ms
Enc Cnt: -36 | Angle: -9.0° || MPU1 Acc: 4.76, -18.99, 3.24 | Gyro: 3.3, 8.4, -89.1 || MPU2 Acc: 11.59, -0.36, 3.32 | Gyro: -2.0, -15.1, -19.3 || Time: 50254 ms
Enc Cnt: -40 | Angle: -9.8° || MPU1 Acc: 4.94, -17.45, 2.66 | Gyro: -3.3, -2.5, -141.6 || MPU2 Acc: 9.32, -0.15, 3.80 | Gyro: 18.3, -34.9, -49.3 || Time: 50264 ms
Enc Cnt: -44 | Angle: -10.8° || MPU1 Acc: 6.92, -17.04, 1.37 | Gyro: -13.3, -21.7, -186.6 || MPU2 Acc: 7.98, 2.99, 2.29 | Gyro: 31.8, -55.5, -73.3 || Time: 50274 ms
Enc Cnt: -49 | Angle: -12.0° || MPU1 Acc: 14.08, -12.13, 1.65 | Gyro: -26.3, -18.2, -246.4 || MPU2 Acc: 4.03, 3.38, 3.73 | Gyro: 40.3, -77.9, -91.8 || Time: 50284 ms
Enc Cnt: -57 | Angle: -14.0° || MPU1 Acc: 7.84, -0.80, 0.84 | Gyro: -34.6, -16.4, -284.0 || MPU2 Acc: -0.40, 2.90, -0.75 | Gyro: 36.3, -103.3, -89.2 || Time: 50295 ms
Enc Cnt: -65 | Angle: -16.0° || MPU1 Acc: 4.94, -1.42, -5.34 | Gyro: -49.1, 0.3, -321.5 || MPU2 Acc: -2.33, 1.71, -0.61 | Gyro: 29.8, -112.3, -74.3 || Time: 50304 ms
Enc Cnt: -74 | Angle: -18.3° || MPU1 Acc: 1.57, -3.18, -5.25 | Gyro: -79.9, -4.0, -330.0 || MPU2 Acc: -5.37, -0.07, -0.95 | Gyro: 17.3, -135.2, -83.9 || Time: 50314 ms
Enc Cnt: -74 | Angle: -18.8° || MPU1 Acc: 28.77, -1.43, 21.67 | Gyro: -163.2, 8.4, -19.8 || MPU2 Acc: 15.57, -10.10, -20.51 | Gyro: 6.9, -172.0, -157.0 || Time: 50325 ms
Enc Cnt: -68 | Angle: -17.3° || MPU1 Acc: -10.47, -16.20, -1.51 | Gyro: -82.9, -34.2, -12.8 || MPU2 Acc: -7.11, 13.03, 1.98 | Gyro: 104.3, 23.5, -130.3 || Time: 50335 ms
Enc Cnt: -61 | Angle: -15.5° || MPU1 Acc: -2.72, 2.81, -17.57 | Gyro: -35.0, -41.9, -3.9 || MPU2 Acc: 3.05, 6.45, 9.62 | Gyro: 83.0, 13.1, -169.7 || Time: 50345 ms
Enc Cnt: -54 | Angle: -13.8° || MPU1 Acc: 0.08, -0.45, 4.18 | Gyro: -17.8, -29.1, -5.0 || MPU2 Acc: 2.46, -1.06, 1.96 | Gyro: 61.8, -21.2, -146.6 || Time: 50356 ms
Enc Cnt: -49 | Angle: -12.3° || MPU1 Acc: -0.01, 0.51, -2.99 | Gyro: -8.6, -30.3, -1.6 || MPU2 Acc: 4.25, -0.72, -0.27 | Gyro: 52.0, -18.0, -116.0 || Time: 50366 ms
Enc Cnt: -45 | Angle: -11.3° || MPU1 Acc: -0.22, 0.11, -0.26 | Gyro: -2.8, -32.7, -2.5 || MPU2 Acc: 3.30, -0.36, 2.58 | Gyro: 38.4, -12.6, -88.8 || Time: 50376 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: 0.45, -0.03, 1.05 | Gyro: 0.8, -14.9, -1.2 || MPU2 Acc: 1.39, 1.09, 4.50 | Gyro: 15.0, -5.5, -70.9 || Time: 50388 ms
Enc Cnt: -39 | Angle: -9.8° || MPU1 Acc: 0.06, 0.10, 0.19 | Gyro: 0.2, -2.5, -0.4 || MPU2 Acc: 1.01, 0.21, 2.11 | Gyro: 1.5, -1.9, -57.9 || Time: 50397 ms
Enc Cnt: -37 | Angle: -9.3° || MPU1 Acc: 0.06, 0.14, 0.23 | Gyro: 0.3, 1.1, -0.6 || MPU2 Acc: -0.68, -0.12, 0.82 | Gyro: -5.4, 2.7, -49.7 || Time: 50407 ms
Enc Cnt: -35 | Angle: -8.8° || MPU1 Acc: 0.08, 0.11, 0.12 | Gyro: 0.5, 5.3, -0.3 || MPU2 Acc: -1.10, 0.02, 0.53 | Gyro: -9.7, 2.7, -48.4 || Time: 50417 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: -0.02, 0.07, 0.01 | Gyro: 0.8, 5.1, -0.5 || MPU2 Acc: -1.24, -0.54, -0.73 | Gyro: -9.2, 0.9, -47.8 || Time: 50427 ms
Enc Cnt: -31 | Angle: -8.0° || MPU1 Acc: -0.05, 0.06, -0.02 | Gyro: 0.1, 2.9, -0.5 || MPU2 Acc: -1.18, -0.30, -0.74 | Gyro: -4.7, 0.5, -47.4 || Time: 50437 ms
Enc Cnt: -29 | Angle: -7.5° || MPU1 Acc: -0.01, 0.13, 0.02 | Gyro: 0.3, 3.6, -0.2 || MPU2 Acc: -1.47, -0.21, -0.35 | Gyro: -2.2, -3.6, -47.1 || Time: 50447 ms
Enc Cnt: -28 | Angle: -7.0° || MPU1 Acc: -0.02, 0.08, -0.14 | Gyro: 0.2, 2.6, 0.2 || MPU2 Acc: -0.95, -0.25, -0.59 | Gyro: 0.4, -6.2, -47.6 || Time: 50457 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -0.16, 0.09, -0.49 | Gyro: 0.2, 2.2, 0.5 || MPU2 Acc: -0.94, -0.11, -0.60 | Gyro: 2.0, -7.8, -47.3 || Time: 50467 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -0.05, 0.16, -0.32 | Gyro: 0.2, 0.7, -0.3 || MPU2 Acc: -0.54, -0.39, -0.84 | Gyro: 3.1, -7.8, -46.7 || Time: 50477 ms
Enc Cnt: -22 | Angle: -5.5° || MPU1 Acc: -0.05, 0.16, -0.25 | Gyro: -0.0, -1.8, -0.3 || MPU2 Acc: -0.40, -0.31, -0.58 | Gyro: 5.7, -6.9, -45.2 || Time: 50488 ms
Enc Cnt: -20 | Angle: -5.0° || MPU1 Acc: -0.06, 0.12, -0.15 | Gyro: 0.4, -2.9, -0.2 || MPU2 Acc: -0.29, -0.26, -0.46 | Gyro: 8.1, -5.5, -43.0 || Time: 50498 ms
Enc Cnt: -18 | Angle: -4.7° || MPU1 Acc: 0.01, 0.09, -0.10 | Gyro: 0.3, -3.8, -0.4 || MPU2 Acc: -0.28, -0.27, -0.44 | Gyro: 8.2, -4.4, -40.8 || Time: 50508 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 0.01, 0.13, -0.01 | Gyro: 0.2, -4.6, -0.6 || MPU2 Acc: -0.44, -0.18, -0.33 | Gyro: 9.3, -3.7, -39.5 || Time: 50518 ms
Enc Cnt: -15 | Angle: -3.7° || MPU1 Acc: -0.03, 0.13, 0.16 | Gyro: 0.3, -4.7, -0.6 || MPU2 Acc: -0.16, -0.04, -0.11 | Gyro: 10.2, -3.8, -38.4 || Time: 50528 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -0.03, 0.08, -0.02 | Gyro: 0.6, -5.2, -0.8 || MPU2 Acc: 0.14, -0.23, 0.14 | Gyro: 8.4, -1.6, -36.7 || Time: 50538 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: -0.01, 0.14, -0.12 | Gyro: 0.6, -5.5, -1.2 || MPU2 Acc: 0.11, -0.17, -0.01 | Gyro: 7.2, 1.0, -34.3 || Time: 50549 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.02, 0.02, 0.01 | Gyro: 1.0, -6.3, -1.3 || MPU2 Acc: -0.21, -0.20, -0.31 | Gyro: 7.3, 3.8, -32.7 || Time: 50559 ms
Enc Cnt: -10 | Angle: -2.5° || MPU1 Acc: 0.06, 0.15, 0.06 | Gyro: 1.4, -7.4, -2.0 || MPU2 Acc: -0.26, -0.23, -0.32 | Gyro: 7.0, 3.9, -32.9 || Time: 50569 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: -0.03, 0.15, -0.16 | Gyro: 1.2, -8.2, -2.1 || MPU2 Acc: -0.36, -0.16, -0.26 | Gyro: 8.1, 3.2, -33.7 || Time: 50579 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 0.04, 0.10, 0.03 | Gyro: 0.8, -9.4, -2.4 || MPU2 Acc: -0.22, -0.05, -0.36 | Gyro: 10.0, 3.3, -34.1 || Time: 50589 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.01, 0.04, 0.15 | Gyro: 1.1, -9.9, -2.5 || MPU2 Acc: -0.30, -0.06, -0.29 | Gyro: 10.2, 2.6, -35.0 || Time: 50599 ms
Enc Cnt: -4 | Angle: -1.3° || MPU1 Acc: -0.09, -0.07, 0.35 | Gyro: 1.1, -10.3, -2.6 || MPU2 Acc: 0.00, 0.03, -0.22 | Gyro: 11.0, 1.8, -36.2 || Time: 50609 ms
Enc Cnt: -3 | Angle: -0.8° || MPU1 Acc: -0.31, -0.14, 0.14 | Gyro: 1.7, -11.0, -2.6 || MPU2 Acc: -0.03, 0.04, -0.45 | Gyro: 12.8, 2.5, -36.0 || Time: 50619 ms
Enc Cnt: -2 | Angle: -0.5° || MPU1 Acc: -0.12, 0.02, 0.08 | Gyro: 2.4, -11.4, -3.3 || MPU2 Acc: 0.40, -0.08, -0.51 | Gyro: 12.9, 2.2, -36.4 || Time: 50629 ms
Enc Cnt: 0 | Angle: 0.0° || MPU1 Acc: 0.15, -0.16, 0.44 | Gyro: 0.9, -12.5, -3.5 || MPU2 Acc: 0.23, 0.37, -0.24 | Gyro: 13.4, 2.0, -36.1 || Time: 50639 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: -0.15, 0.05, -0.23 | Gyro: 1.2, -14.0, -4.0 || MPU2 Acc: 0.55, -0.10, -0.32 | Gyro: 13.9, 3.1, -35.2 || Time: 50650 ms
Enc Cnt: 2 | Angle: 0.5° || MPU1 Acc: -0.42, -0.04, 0.06 | Gyro: 2.0, -13.1, -5.1 || MPU2 Acc: 0.51, -0.11, 0.19 | Gyro: 14.9, 2.6, -33.7 || Time: 50660 ms
Enc Cnt: 3 | Angle: 0.8° || MPU1 Acc: 0.87, 0.36, 0.93 | Gyro: 2.1, -11.8, -6.1 || MPU2 Acc: 0.42, -0.06, 0.60 | Gyro: 13.5, 2.4, -33.5 || Time: 50670 ms
Enc Cnt: 5 | Angle: 1.0° || MPU1 Acc: -0.09, 0.50, -0.56 | Gyro: 3.5, -13.4, -5.7 || MPU2 Acc: 0.88, 0.30, -0.77 | Gyro: 13.0, 3.9, -31.7 || Time: 50680 ms
Enc Cnt: 5 | Angle: 1.3° || MPU1 Acc: -0.41, -0.13, 0.44 | Gyro: 4.4, -11.9, -10.1 || MPU2 Acc: 0.61, -0.11, -0.26 | Gyro: 13.2, 2.9, -30.5 || Time: 50690 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.19, 0.14, 0.30 | Gyro: 4.5, -13.6, -11.4 || MPU2 Acc: 0.58, -0.08, 0.08 | Gyro: 12.6, 3.9, -30.2 || Time: 50700 ms
Enc Cnt: 7 | Angle: 1.8° || MPU1 Acc: 0.50, -0.27, 1.60 | Gyro: 3.8, -12.7, -11.6 || MPU2 Acc: 0.62, 0.25, 0.02 | Gyro: 13.1, 3.4, -29.6 || Time: 50712 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.00, 0.26, -0.39 | Gyro: 2.1, -13.2, -11.9 || MPU2 Acc: 0.58, 0.03, 0.71 | Gyro: 14.9, 4.1, -28.7 || Time: 50721 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: -0.12, 0.03, -0.50 | Gyro: 1.8, -13.4, -11.5 || MPU2 Acc: 0.54, 0.38, 0.36 | Gyro: 13.7, 2.5, -28.9 || Time: 50731 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: -0.20, -0.14, 0.14 | Gyro: 2.5, -12.9, -10.6 || MPU2 Acc: 0.65, 0.27, 0.48 | Gyro: 13.2, 3.2, -28.3 || Time: 50742 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -0.98, -0.63, -0.37 | Gyro: 3.4, -13.0, -10.0 || MPU2 Acc: 1.07, 0.64, -0.57 | Gyro: 12.0, 2.7, -28.2 || Time: 50751 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: 0.59, -0.00, 1.51 | Gyro: 4.8, -9.2, -11.0 || MPU2 Acc: 0.81, 0.33, 0.75 | Gyro: 12.6, 1.4, -27.6 || Time: 50761 ms
Enc Cnt: 11 | Angle: 2.7° || MPU1 Acc: -0.05, -0.24, 0.74 | Gyro: 2.8, -11.4, -9.5 || MPU2 Acc: 0.93, 0.20, 0.23 | Gyro: 13.1, 2.7, -27.0 || Time: 50771 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.21, -0.14, 1.20 | Gyro: 4.9, -9.8, -10.9 || MPU2 Acc: 0.64, 0.39, 0.44 | Gyro: 13.2, 2.0, -27.3 || Time: 50782 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.10, -0.11, 0.52 | Gyro: 2.5, -11.5, -10.1 || MPU2 Acc: 0.98, 0.33, 0.26 | Gyro: 13.3, 1.8, -27.6 || Time: 50792 ms
Enc Cnt: 14 | Angle: 3.2° || MPU1 Acc: -0.15, -0.12, 0.38 | Gyro: 3.2, -12.2, -10.7 || MPU2 Acc: 0.94, 0.17, 0.24 | Gyro: 14.4, 2.5, -27.4 || Time: 50802 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: -0.10, -0.30, 0.64 | Gyro: 3.3, -11.8, -10.9 || MPU2 Acc: 0.90, 0.62, 0.27 | Gyro: 13.8, 1.8, -27.8 || Time: 50812 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.82, 0.22, 1.48 | Gyro: 3.7, -8.8, -10.5 || MPU2 Acc: 0.93, -0.59, 2.55 | Gyro: 13.9, 3.5, -25.9 || Time: 50822 ms
