=== New Logging Session ===
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.02, -0.04, -0.03 | Gyro: 0.1, -0.3, -0.1 || MPU2 Acc: -0.03, -0.02, 0.07 | Gyro: -0.5, -0.1, -0.2 || Time: 12008 ms
Enc Cnt: -39 | Angle: -9.5° || MPU1 Acc: 2.54, 0.52, -1.32 | Gyro: -22.2, -5.2, -168.2 || MPU2 Acc: -7.47, 2.33, -0.71 | Gyro: 14.4, -55.6, -74.0 || Time: 52900 ms
Enc Cnt: -41 | Angle: -10.3° || MPU1 Acc: -1.33, -1.00, -0.04 | Gyro: -29.7, 3.8, -164.9 || MPU2 Acc: -3.20, -0.15, 0.27 | Gyro: 12.4, -61.8, -88.4 || Time: 52909 ms
Enc Cnt: -42 | Angle: -10.5° || MPU1 Acc: -10.50, -7.06, 4.56 | Gyro: -27.2, 1.3, -104.8 || MPU2 Acc: 4.35, -8.19, -7.16 | Gyro: 22.7, -55.6, -106.0 || Time: 52919 ms
Enc Cnt: -39 | Angle: -9.8° || MPU1 Acc: -2.02, 5.42, -17.59 | Gyro: -27.5, -24.5, 0.1 || MPU2 Acc: -0.73, -3.57, 10.31 | Gyro: 39.1, -34.4, -127.8 || Time: 52930 ms
Enc Cnt: -34 | Angle: -8.8° || MPU1 Acc: -1.00, -0.42, -3.09 | Gyro: -15.0, -24.9, -0.6 || MPU2 Acc: 2.85, 3.54, 4.16 | Gyro: 24.5, -12.7, -119.2 || Time: 52939 ms
Enc Cnt: -30 | Angle: -7.7° || MPU1 Acc: 0.29, 0.69, -0.69 | Gyro: -6.0, -5.5, -2.5 || MPU2 Acc: 2.83, 0.19, 0.55 | Gyro: 7.3, -11.0, -97.8 || Time: 52949 ms
Enc Cnt: -26 | Angle: -6.7° || MPU1 Acc: 1.06, 0.27, 1.59 | Gyro: 0.8, 5.0, -3.6 || MPU2 Acc: -0.70, 0.22, 0.19 | Gyro: 0.5, -4.9, -85.9 || Time: 52960 ms
Enc Cnt: -23 | Angle: -6.0° || MPU1 Acc: -0.12, -0.04, -0.57 | Gyro: 2.9, -3.2, -2.8 || MPU2 Acc: -0.38, -0.15, -1.66 | Gyro: -1.2, -2.2, -81.7 || Time: 52969 ms
Enc Cnt: -20 | Angle: -5.2° || MPU1 Acc: 0.05, -0.00, -0.22 | Gyro: 1.3, -4.7, -2.0 || MPU2 Acc: -0.99, -0.37, -1.83 | Gyro: 6.4, -3.5, -80.0 || Time: 52979 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 0.07, 0.07, -0.38 | Gyro: 1.3, -9.7, -2.2 || MPU2 Acc: -0.17, -0.10, -1.49 | Gyro: 16.3, -2.0, -78.5 || Time: 52991 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 0.03, 0.11, -0.33 | Gyro: 1.0, -9.0, -1.3 || MPU2 Acc: 0.51, 0.07, -0.29 | Gyro: 19.5, -1.6, -73.3 || Time: 53001 ms
Enc Cnt: -11 | Angle: -2.7° || MPU1 Acc: 0.07, 0.03, -0.40 | Gyro: 1.0, -9.2, -0.7 || MPU2 Acc: 0.61, -0.08, -0.63 | Gyro: 20.2, -0.2, -66.3 || Time: 53011 ms
Enc Cnt: -8 | Angle: -2.0° || MPU1 Acc: 0.04, 0.10, -0.34 | Gyro: 0.8, -8.8, -0.9 || MPU2 Acc: 0.36, 0.00, -0.23 | Gyro: 18.7, 0.7, -60.9 || Time: 53022 ms
Enc Cnt: -6 | Angle: -1.5° || MPU1 Acc: 0.00, 0.09, -0.33 | Gyro: 0.6, -7.2, -0.8 || MPU2 Acc: 0.00, 0.17, 0.17 | Gyro: 15.9, 1.1, -58.0 || Time: 53031 ms
Enc Cnt: -4 | Angle: -1.0° || MPU1 Acc: 0.13, 0.07, -0.04 | Gyro: 0.9, -3.0, -0.7 || MPU2 Acc: 0.13, 0.32, 0.50 | Gyro: 11.3, -0.8, -55.8 || Time: 53041 ms
Enc Cnt: -1 | Angle: -0.5° || MPU1 Acc: 0.19, 0.11, 0.02 | Gyro: 0.6, 1.5, -0.4 || MPU2 Acc: 0.01, 0.53, 1.10 | Gyro: 4.8, -3.3, -53.2 || Time: 53051 ms
Enc Cnt: 1 | Angle: 0.3° || MPU1 Acc: 0.22, 0.06, 0.11 | Gyro: 0.4, 9.3, 0.4 || MPU2 Acc: -0.23, 0.59, 0.98 | Gyro: -1.8, -6.0, -51.9 || Time: 53062 ms
Enc Cnt: 3 | Angle: 0.5° || MPU1 Acc: 0.17, 0.07, -0.00 | Gyro: 0.6, 14.2, 0.5 || MPU2 Acc: 0.38, 0.31, 0.36 | Gyro: -6.7, -7.7, -50.6 || Time: 53071 ms
Enc Cnt: 5 | Angle: 1.0° || MPU1 Acc: 0.08, 0.09, -0.26 | Gyro: 0.8, 15.3, 0.4 || MPU2 Acc: 0.87, -0.06, -0.52 | Gyro: -7.7, -6.8, -46.8 || Time: 53081 ms
Enc Cnt: 6 | Angle: 1.5° || MPU1 Acc: 0.03, 0.15, -0.49 | Gyro: 0.4, 13.9, 0.6 || MPU2 Acc: 1.30, -0.11, -0.58 | Gyro: -7.4, -4.7, -41.6 || Time: 53091 ms
Enc Cnt: 8 | Angle: 2.0° || MPU1 Acc: 0.11, 0.06, -0.28 | Gyro: 0.2, 12.4, 0.6 || MPU2 Acc: 1.17, -0.18, -0.70 | Gyro: -7.8, -2.7, -36.5 || Time: 53101 ms
Enc Cnt: 9 | Angle: 2.2° || MPU1 Acc: 0.09, 0.13, -0.44 | Gyro: 0.4, 11.6, 0.6 || MPU2 Acc: 0.80, -0.06, -0.51 | Gyro: -7.1, -2.0, -32.7 || Time: 53111 ms
Enc Cnt: 11 | Angle: 2.5° || MPU1 Acc: 0.07, 0.12, -0.52 | Gyro: 0.2, 9.4, 0.2 || MPU2 Acc: 0.33, 0.03, -0.85 | Gyro: -6.7, -2.4, -31.7 || Time: 53123 ms
Enc Cnt: 12 | Angle: 3.0° || MPU1 Acc: 0.07, 0.12, -0.54 | Gyro: 0.2, 8.8, 0.2 || MPU2 Acc: 0.45, -0.05, -0.80 | Gyro: -6.1, -3.1, -30.7 || Time: 53132 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: 0.10, 0.15, -0.52 | Gyro: 0.4, 7.7, 0.2 || MPU2 Acc: 0.51, 0.06, -0.61 | Gyro: -6.6, -4.8, -30.6 || Time: 53142 ms
Enc Cnt: 14 | Angle: 3.5° || MPU1 Acc: 0.11, 0.08, -0.50 | Gyro: 0.6, 7.8, -0.1 || MPU2 Acc: 0.81, 0.08, -0.53 | Gyro: -6.9, -5.2, -28.8 || Time: 53153 ms
Enc Cnt: 15 | Angle: 3.7° || MPU1 Acc: 0.04, 0.10, -0.45 | Gyro: 0.3, 7.5, 0.1 || MPU2 Acc: 0.83, 0.08, -0.54 | Gyro: -6.7, -5.6, -27.3 || Time: 53162 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: 0.04, 0.07, -0.43 | Gyro: 0.3, 7.4, 0.0 || MPU2 Acc: 1.14, 0.12, -0.46 | Gyro: -8.2, -4.8, -24.6 || Time: 53172 ms
Enc Cnt: 17 | Angle: 4.2° || MPU1 Acc: 0.14, 0.13, -0.49 | Gyro: 0.4, 7.6, -0.1 || MPU2 Acc: 1.24, 0.04, -0.58 | Gyro: -8.5, -3.3, -21.4 || Time: 53182 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.05, 0.15, -0.55 | Gyro: 0.4, 7.2, -0.3 || MPU2 Acc: 1.33, 0.04, -0.53 | Gyro: -9.0, -1.5, -17.3 || Time: 53194 ms
Enc Cnt: 18 | Angle: 4.5° || MPU1 Acc: 0.07, 0.10, -0.50 | Gyro: 0.3, 6.7, -0.4 || MPU2 Acc: 1.31, 0.05, -0.70 | Gyro: -9.1, 0.0, -14.2 || Time: 53203 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.05, 0.11, -0.51 | Gyro: 0.2, 5.5, -0.1 || MPU2 Acc: 1.25, 0.01, -0.80 | Gyro: -9.3, 1.3, -11.6 || Time: 53213 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.08, 0.13, -0.56 | Gyro: -0.1, 4.8, -0.3 || MPU2 Acc: 1.02, 0.03, -0.82 | Gyro: -8.1, 2.1, -9.2 || Time: 53224 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: 0.03, 0.07, -0.55 | Gyro: 0.2, 4.2, -0.3 || MPU2 Acc: 0.95, 0.07, -0.86 | Gyro: -7.3, 2.6, -7.3 || Time: 53233 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.06, 0.05, -0.55 | Gyro: 0.4, 3.7, -0.3 || MPU2 Acc: 0.83, 0.13, -0.90 | Gyro: -7.0, 2.5, -7.3 || Time: 53243 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.10, 0.08, -0.62 | Gyro: 0.1, 2.7, -0.1 || MPU2 Acc: 0.83, 0.03, -1.01 | Gyro: -5.0, 2.9, -6.3 || Time: 53253 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.05, 0.06, -0.69 | Gyro: 0.3, 1.2, -0.3 || MPU2 Acc: 0.71, 0.06, -1.34 | Gyro: -3.9, 2.8, -6.1 || Time: 53263 ms
Enc Cnt: 20 | Angle: 5.0° || MPU1 Acc: 0.16, 0.17, -0.51 | Gyro: 0.1, 0.2, -0.2 || MPU2 Acc: 0.48, 0.10, -0.86 | Gyro: -2.9, 3.1, -7.0 || Time: 53273 ms
Enc Cnt: 21 | Angle: 5.0° || MPU1 Acc: 0.14, 0.14, -0.64 | Gyro: 0.3, -0.7, -0.3 || MPU2 Acc: 0.50, 0.09, -1.08 | Gyro: -0.9, 3.2, -8.4 || Time: 53283 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.10, 0.10, -0.69 | Gyro: 0.3, -1.7, -0.5 || MPU2 Acc: 0.52, 0.06, -0.92 | Gyro: 0.5, 2.8, -9.6 || Time: 53294 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: 0.12, 0.07, -0.65 | Gyro: 0.2, -2.1, -0.5 || MPU2 Acc: 0.40, 0.07, -0.92 | Gyro: 1.0, 2.5, -11.4 || Time: 53303 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.11, 0.03, -0.63 | Gyro: 0.5, -2.5, -0.4 || MPU2 Acc: 0.49, 0.17, -0.94 | Gyro: 3.0, 2.2, -13.0 || Time: 53313 ms
Enc Cnt: 22 | Angle: 5.5° || MPU1 Acc: 0.07, 0.11, -0.65 | Gyro: 0.4, -2.9, -0.4 || MPU2 Acc: 0.67, 0.19, -0.89 | Gyro: 3.4, 2.1, -14.3 || Time: 53323 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.07, 0.03, -0.66 | Gyro: 0.3, -2.6, -0.6 || MPU2 Acc: 0.78, 0.22, -0.84 | Gyro: 2.6, 1.2, -15.5 || Time: 53333 ms
Enc Cnt: 24 | Angle: 5.7° || MPU1 Acc: 0.08, 0.09, -0.52 | Gyro: 0.4, -2.0, -0.3 || MPU2 Acc: 0.79, 0.29, -0.62 | Gyro: 2.9, 1.0, -16.1 || Time: 53343 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: 0.12, 0.10, -0.57 | Gyro: 0.1, -1.8, -0.5 || MPU2 Acc: 0.71, 0.24, -0.77 | Gyro: 2.9, 0.4, -17.4 || Time: 53355 ms
Enc Cnt: 25 | Angle: 6.2° || MPU1 Acc: 0.13, 0.10, -0.49 | Gyro: 0.6, -1.1, -0.5 || MPU2 Acc: 0.84, 0.12, -0.63 | Gyro: 3.1, 0.2, -17.9 || Time: 53364 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.09, 0.07, -0.53 | Gyro: 0.4, -1.6, -0.2 || MPU2 Acc: 1.01, 0.21, -0.79 | Gyro: 2.4, -0.0, -18.5 || Time: 53374 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: 0.11, 0.07, -0.41 | Gyro: 0.5, -1.8, -0.3 || MPU2 Acc: 0.91, 0.20, -0.41 | Gyro: 2.8, 0.1, -18.2 || Time: 53385 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: 0.09, 0.09, -0.57 | Gyro: 0.9, -2.4, -0.5 || MPU2 Acc: 1.04, 0.15, -0.87 | Gyro: 3.4, 1.0, -18.6 || Time: 53394 ms
Enc Cnt: 28 | Angle: 7.0° || MPU1 Acc: 0.10, 0.07, -0.54 | Gyro: 0.7, -3.5, -0.5 || MPU2 Acc: 1.08, 0.15, -0.99 | Gyro: 4.2, 1.5, -19.5 || Time: 53404 ms
Enc Cnt: 29 | Angle: 7.2° || MPU1 Acc: 0.08, 0.02, -0.60 | Gyro: 0.9, -4.9, -0.6 || MPU2 Acc: 0.92, 0.10, -0.88 | Gyro: 5.6, 2.5, -20.1 || Time: 53414 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.05, 0.05, -0.51 | Gyro: 1.0, -5.9, -0.7 || MPU2 Acc: 0.96, 0.31, -0.80 | Gyro: 6.1, 3.9, -20.9 || Time: 53425 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: 0.10, 0.02, -0.50 | Gyro: 1.4, -6.0, -0.5 || MPU2 Acc: 1.03, 0.38, -0.69 | Gyro: 6.5, 4.0, -22.1 || Time: 53435 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: 0.29, 0.34, -0.29 | Gyro: 1.7, -5.0, -1.4 || MPU2 Acc: 0.99, -0.23, -0.31 | Gyro: 7.0, 3.9, -22.9 || Time: 53445 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: 0.18, 0.26, -0.58 | Gyro: 3.3, -7.0, -6.2 || MPU2 Acc: 1.32, 0.02, -0.60 | Gyro: 5.7, 4.8, -24.4 || Time: 53456 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.17, 0.19, -0.56 | Gyro: 3.2, -5.4, -7.7 || MPU2 Acc: 1.14, -0.07, -0.89 | Gyro: 7.3, 2.6, -24.5 || Time: 53465 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: 0.13, 0.12, -0.42 | Gyro: 4.4, -7.2, -9.7 || MPU2 Acc: 1.42, 0.04, -0.64 | Gyro: 8.4, 4.8, -24.7 || Time: 53475 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 0.17, 0.18, -0.55 | Gyro: 3.6, -6.1, -11.3 || MPU2 Acc: 1.15, -0.17, -0.96 | Gyro: 9.1, 2.9, -25.0 || Time: 53485 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: 0.23, 0.01, -0.43 | Gyro: 4.8, -7.5, -13.1 || MPU2 Acc: 1.08, 0.33, -0.95 | Gyro: 10.0, 4.8, -25.4 || Time: 53495 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.15, 0.07, -0.11 | Gyro: 4.9, -7.5, -14.9 || MPU2 Acc: 1.56, 0.20, -0.68 | Gyro: 11.3, 5.9, -25.3 || Time: 53505 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.18, 0.04, -0.29 | Gyro: 5.6, -7.5, -17.1 || MPU2 Acc: 1.42, 0.12, -0.64 | Gyro: 11.0, 5.8, -25.4 || Time: 53515 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: 0.07, 0.07, -0.39 | Gyro: 6.3, -7.5, -20.5 || MPU2 Acc: 1.55, -0.03, -0.61 | Gyro: 11.0, 6.8, -25.9 || Time: 53525 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: -1.17, 0.04, -0.50 | Gyro: 6.4, -5.5, -22.4 || MPU2 Acc: 1.23, -1.20, 0.64 | Gyro: 12.7, 5.1, -26.7 || Time: 53535 ms
Enc Cnt: 36 | Angle: 9.0° || MPU1 Acc: -0.21, 0.28, -0.64 | Gyro: 9.5, -6.7, -32.5 || MPU2 Acc: 1.59, -1.05, -0.52 | Gyro: 9.9, 5.7, -28.7 || Time: 53545 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: -0.08, -0.14, -0.24 | Gyro: 10.9, -6.0, -37.6 || MPU2 Acc: 1.70, -0.11, -0.60 | Gyro: 10.5, 5.7, -29.8 || Time: 53557 ms
Enc Cnt: 35 | Angle: 8.8° || MPU1 Acc: -0.14, -0.25, -0.36 | Gyro: 11.1, -5.6, -40.3 || MPU2 Acc: 1.76, -0.15, -0.48 | Gyro: 10.6, 5.7, -29.9 || Time: 53566 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: -0.07, -0.29, -0.15 | Gyro: 11.6, -5.3, -43.4 || MPU2 Acc: 1.81, -0.18, -0.53 | Gyro: 12.3, 6.2, -30.4 || Time: 53576 ms
Enc Cnt: 34 | Angle: 8.5° || MPU1 Acc: -0.55, -0.52, -0.50 | Gyro: 11.8, -6.9, -45.8 || MPU2 Acc: 1.69, -0.18, -0.61 | Gyro: 13.8, 6.7, -30.9 || Time: 53586 ms
Enc Cnt: 33 | Angle: 8.3° || MPU1 Acc: -0.47, -0.47, -0.55 | Gyro: 12.3, -7.5, -48.2 || MPU2 Acc: 1.70, -0.45, -0.70 | Gyro: 15.2, 6.0, -32.8 || Time: 53596 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: -0.57, -0.38, -0.61 | Gyro: 12.9, -8.7, -51.4 || MPU2 Acc: 1.80, -0.98, -0.85 | Gyro: 17.9, 7.0, -35.0 || Time: 53606 ms
Enc Cnt: 32 | Angle: 8.0° || MPU1 Acc: -0.37, -0.61, -0.46 | Gyro: 14.3, -11.9, -56.4 || MPU2 Acc: 1.77, -0.47, -0.85 | Gyro: 20.7, 7.4, -36.6 || Time: 53617 ms
Enc Cnt: 31 | Angle: 7.7° || MPU1 Acc: -0.13, -0.58, -0.37 | Gyro: 14.7, -13.2, -59.2 || MPU2 Acc: 1.81, -0.38, -0.58 | Gyro: 22.0, 8.2, -37.8 || Time: 53627 ms
Enc Cnt: 30 | Angle: 7.5° || MPU1 Acc: -0.28, -0.59, -0.34 | Gyro: 15.4, -14.6, -64.2 || MPU2 Acc: 1.84, -0.89, -0.88 | Gyro: 23.6, 8.5, -39.5 || Time: 53637 ms
Enc Cnt: 28 | Angle: 7.2° || MPU1 Acc: -0.57, -0.78, -0.31 | Gyro: 16.5, -15.9, -70.5 || MPU2 Acc: 1.85, -1.19, -0.56 | Gyro: 26.4, 9.0, -43.2 || Time: 53649 ms
Enc Cnt: 27 | Angle: 6.7° || MPU1 Acc: -1.61, -1.32, -0.42 | Gyro: 18.0, -17.1, -76.8 || MPU2 Acc: 1.92, -1.35, -0.79 | Gyro: 28.7, 8.9, -46.2 || Time: 53659 ms
Enc Cnt: 26 | Angle: 6.5° || MPU1 Acc: -0.73, -1.01, -0.42 | Gyro: 20.5, -18.0, -85.5 || MPU2 Acc: 1.94, -1.71, -0.38 | Gyro: 29.9, 10.3, -49.7 || Time: 53669 ms
Enc Cnt: 24 | Angle: 6.0° || MPU1 Acc: -0.85, -1.59, -0.39 | Gyro: 23.4, -17.0, -93.9 || MPU2 Acc: 2.10, -0.40, 0.45 | Gyro: 27.9, 12.5, -53.4 || Time: 53680 ms
Enc Cnt: 23 | Angle: 5.7° || MPU1 Acc: 0.21, -2.43, -0.29 | Gyro: 28.8, -8.1, -99.4 || MPU2 Acc: 2.61, 0.58, 0.40 | Gyro: 20.2, 12.9, -57.4 || Time: 53689 ms
Enc Cnt: 21 | Angle: 5.2° || MPU1 Acc: -0.36, -2.11, 0.08 | Gyro: 33.0, 0.4, -104.2 || MPU2 Acc: 2.70, -0.36, 0.54 | Gyro: 15.0, 17.7, -61.2 || Time: 53699 ms
Enc Cnt: 19 | Angle: 4.7° || MPU1 Acc: -1.29, -1.18, -0.12 | Gyro: 35.0, 2.6, -114.1 || MPU2 Acc: 2.18, -2.77, 0.51 | Gyro: 13.5, 18.7, -62.2 || Time: 53709 ms
Enc Cnt: 16 | Angle: 4.0° || MPU1 Acc: -1.25, -1.14, -0.02 | Gyro: 36.9, 2.3, -132.0 || MPU2 Acc: 1.39, -3.29, 0.75 | Gyro: 11.5, 20.7, -66.1 || Time: 53719 ms
Enc Cnt: 13 | Angle: 3.2° || MPU1 Acc: -1.73, -2.11, -0.08 | Gyro: 37.8, 3.0, -144.0 || MPU2 Acc: 1.02, -2.45, 0.76 | Gyro: 10.1, 18.2, -72.4 || Time: 53729 ms
Enc Cnt: 10 | Angle: 2.5° || MPU1 Acc: -1.95, -2.93, -0.28 | Gyro: 38.1, 8.4, -155.4 || MPU2 Acc: 1.80, -2.09, 1.17 | Gyro: 7.9, 17.2, -81.0 || Time: 53739 ms
Enc Cnt: 2 | Angle: 0.8° || MPU1 Acc: -3.77, -3.40, -0.69 | Gyro: 39.6, 13.0, -184.8 || MPU2 Acc: 0.71, -4.41, 0.21 | Gyro: 6.3, 17.7, -96.4 || Time: 53761 ms
Enc Cnt: -1 | Angle: -0.3° || MPU1 Acc: -3.71, -4.07, -1.15 | Gyro: 39.9, 13.7, -196.8 || MPU2 Acc: 0.36, -4.70, 0.01 | Gyro: 7.8, 12.7, -110.2 || Time: 53770 ms
Enc Cnt: -5 | Angle: -1.0° || MPU1 Acc: -5.60, -5.28, -0.94 | Gyro: 42.6, 18.2, -205.9 || MPU2 Acc: 1.37, -4.75, 0.44 | Gyro: 9.9, 11.9, -126.9 || Time: 53780 ms
Enc Cnt: -9 | Angle: -2.2° || MPU1 Acc: -4.24, -4.63, -0.75 | Gyro: 42.2, 16.0, -218.4 || MPU2 Acc: 1.97, -5.13, 0.19 | Gyro: 16.7, 8.7, -138.4 || Time: 53793 ms
Enc Cnt: -12 | Angle: -2.7° || MPU1 Acc: -10.40, -6.86, 0.01 | Gyro: 34.7, 13.1, -209.3 || MPU2 Acc: 2.09, -7.02, 2.63 | Gyro: 27.9, -4.8, -151.4 || Time: 53802 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: -4.93, -3.91, -0.84 | Gyro: 32.0, 3.8, -212.3 || MPU2 Acc: 2.95, -5.17, -0.06 | Gyro: 34.1, -6.6, -151.1 || Time: 53812 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: -3.00, -3.81, -0.89 | Gyro: 35.2, 4.4, -220.6 || MPU2 Acc: 0.71, -3.58, -0.76 | Gyro: 37.2, -5.4, -153.2 || Time: 53823 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: -3.30, -7.19, -0.59 | Gyro: 36.2, 0.8, -234.7 || MPU2 Acc: 1.64, -4.52, -0.74 | Gyro: 46.7, -9.1, -172.7 || Time: 53832 ms
Enc Cnt: -22 | Angle: -5.2° || MPU1 Acc: -5.19, -4.85, -2.08 | Gyro: 39.8, -2.3, -235.5 || MPU2 Acc: 1.70, -3.22, -1.35 | Gyro: 52.5, -12.3, -178.6 || Time: 53842 ms
Enc Cnt: -24 | Angle: -6.0° || MPU1 Acc: -2.64, -2.20, -1.51 | Gyro: 40.0, -3.3, -225.1 || MPU2 Acc: 0.78, -2.70, -1.59 | Gyro: 56.1, -11.6, -174.8 || Time: 53853 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: 1.16, -0.99, -1.88 | Gyro: 48.8, -3.5, -239.0 || MPU2 Acc: -0.22, -1.28, -2.59 | Gyro: 55.9, -7.0, -172.3 || Time: 53863 ms
Enc Cnt: -29 | Angle: -7.2° || MPU1 Acc: -0.67, 1.99, -0.06 | Gyro: 61.1, -5.2, -236.6 || MPU2 Acc: -0.50, 3.48, -2.81 | Gyro: 47.0, 4.0, -161.9 || Time: 53873 ms
Enc Cnt: -32 | Angle: -8.0° || MPU1 Acc: -1.57, 2.93, 1.51 | Gyro: 82.2, -11.8, -168.7 || MPU2 Acc: 2.12, 11.14, -3.72 | Gyro: 31.8, 32.9, -128.8 || Time: 53885 ms
Enc Cnt: -33 | Angle: -8.3° || MPU1 Acc: -3.43, 4.98, -1.21 | Gyro: 90.1, -9.0, -93.3 || MPU2 Acc: -0.05, 8.49, -3.23 | Gyro: 22.9, 61.3, -95.5 || Time: 53894 ms
Enc Cnt: -32 | Angle: -8.3° || MPU1 Acc: -5.50, 4.33, -1.85 | Gyro: 84.3, -5.2, -16.0 || MPU2 Acc: 0.38, 4.66, -1.95 | Gyro: 18.7, 68.5, -51.1 || Time: 53904 ms
Enc Cnt: -30 | Angle: -7.5° || MPU1 Acc: -6.25, 4.32, -0.78 | Gyro: 77.7, -13.1, 65.4 || MPU2 Acc: -1.62, 2.09, -1.19 | Gyro: 17.0, 82.9, -12.9 || Time: 53916 ms
Enc Cnt: -28 | Angle: -7.0° || MPU1 Acc: 1.11, 5.84, -0.26 | Gyro: 70.5, -30.6, 85.3 || MPU2 Acc: -2.97, 1.02, -2.25 | Gyro: 21.3, 78.0, 14.7 || Time: 53926 ms
Enc Cnt: -26 | Angle: -6.5° || MPU1 Acc: -0.45, 1.82, 0.44 | Gyro: 63.8, -37.8, 98.0 || MPU2 Acc: -2.89, 2.78, -0.19 | Gyro: 25.6, 79.0, 28.0 || Time: 53936 ms
Enc Cnt: -23 | Angle: -5.7° || MPU1 Acc: 3.18, 2.48, -0.57 | Gyro: 60.1, -44.1, 103.5 || MPU2 Acc: -2.71, 1.81, -1.11 | Gyro: 27.7, 75.9, 34.3 || Time: 53947 ms
Enc Cnt: -21 | Angle: -5.2° || MPU1 Acc: 2.91, 1.41, -0.13 | Gyro: 58.5, -44.8, 108.1 || MPU2 Acc: -1.52, 5.04, -0.69 | Gyro: 24.1, 79.7, 43.7 || Time: 53956 ms
Enc Cnt: -19 | Angle: -4.7° || MPU1 Acc: 4.04, 1.88, -0.45 | Gyro: 58.0, -39.0, 122.7 || MPU2 Acc: -1.45, 4.92, -1.06 | Gyro: 17.0, 81.8, 52.1 || Time: 53966 ms
Enc Cnt: -17 | Angle: -4.2° || MPU1 Acc: 3.88, 1.75, -0.85 | Gyro: 59.4, -32.5, 131.4 || MPU2 Acc: -1.11, 5.79, -0.96 | Gyro: 6.7, 83.5, 62.8 || Time: 53976 ms
Enc Cnt: -14 | Angle: -3.5° || MPU1 Acc: 2.89, 1.60, -0.55 | Gyro: 58.8, -22.5, 151.5 || MPU2 Acc: -1.13, 5.49, -0.75 | Gyro: -0.9, 86.0, 74.2 || Time: 53986 ms
Enc Cnt: -12 | Angle: -3.0° || MPU1 Acc: 3.32, 2.18, -0.86 | Gyro: 57.4, -18.2, 164.8 || MPU2 Acc: -1.19, 4.78, -1.05 | Gyro: -10.5, 87.0, 88.1 || Time: 53996 ms
Enc Cnt: -9 | Angle: -2.5° || MPU1 Acc: 2.65, 1.57, -0.53 | Gyro: 53.3, -11.8, 179.0 || MPU2 Acc: -1.43, 4.59, -0.57 | Gyro: -17.4, 86.0, 101.0 || Time: 54006 ms
Enc Cnt: -7 | Angle: -1.8° || MPU1 Acc: 3.61, 1.82, -0.87 | Gyro: 48.2, -7.4, 184.8 || MPU2 Acc: -1.79, 3.81, -0.49 | Gyro: -25.4, 82.3, 113.1 || Time: 54017 ms
Enc Cnt: -5 | Angle: -1.3° || MPU1 Acc: 3.16, 1.48, -0.90 | Gyro: 41.2, -3.2, 187.7 || MPU2 Acc: -2.04, 3.90, 0.07 | Gyro: -31.9, 74.7, 121.7 || Time: 54027 ms
